Number,Species,Type 1,Type 2,Base HP,Base Str,Dot Str,Base Dex,Dot Dex,Base End,Dot End,Base Sp,Dot Sp,Base Spirit,Dot Spirit,ABILITY 1,ABILITY 2,H.ABILITY,Evolves From,Evolution Method,Height,Weight
832,Dubwool,Normal,,7,3,⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,2,⬤⬤,3,⬤⬤⬤,Fluffy,Steadfast,Bulletproof,Wooloo,Amateur Rank,1.3,45
833,Chewtle,Water,,5,2,⬤⬤,1,⬤,2,⬤⬤,1,⬤,1,⬤,Strong Jaw,Shell Armor,Swift Swim,,,0.3,8.5
834,Drednaw,Water,Rock,9,3,⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,2,⬤⬤,2,⬤⬤,Strong Jaw,Shell Armor,Swift Swim,Chewtle,Amateur Rank,1,115
1000,Mega Drednaw,Water,Rock,9,4,⬤⬤⬤⬤,2,⬤⬤,3,⬤⬤⬤,2,⬤⬤,3,⬤⬤⬤,Strong Jaw,,,,,1,115
835,Yamper,Electric,,5,2,⬤⬤,1,⬤,2,⬤⬤,1,⬤,2,⬤⬤,Ball Fetch,,Rattled,,,0.3,14
836,Boltund,Electric,,6,3,⬤⬤⬤,4,⬤⬤⬤⬤,2,⬤⬤,3,⬤⬤⬤,2,⬤⬤,Strong Jaw,,Competitive,Yamper,Amateur Rank,1,34
837,Rolycoly,Rock,,3,1,⬤,1,⬤,2,⬤⬤,1,⬤,2,⬤⬤,Steam Engine,Heatproof,Flash Fire,,,0.3,12
838,Carkol,Rock,Fire,8,2,⬤⬤,2,⬤⬤,3,⬤⬤⬤,2,⬤⬤,2,⬤⬤,Steam Engine,Flame Body,Flash Fire,Rolycoly,Amateur Rank,1.1,78
839,Coalossal,Rock,Fire,11,3,⬤⬤⬤,1,⬤,4,⬤⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,Steam Engine,Flame Body,Flash Fire,Carkol,Ace Rank,2.8,310
839,Mega Coalossal,Rock,Fire,11,3,⬤⬤⬤,2,⬤⬤,4,⬤⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,Steam Engine,,,,,2.8,310
840,Applin,Grass,Dragon,4,1,⬤,1,⬤,3,⬤⬤⬤,1,⬤,1,⬤,Ripen,Gluttony,Bulletproof,,,0.2,0.5
841,Flapple,Grass,Dragon,7,3,⬤⬤⬤,2,⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,2,⬤⬤,Ripen,Gluttony,Hustle,Applin,Tart Apple,0.3,1
841,Mega Flapple,Grass,Dragon,7,4,⬤⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,4,⬤⬤⬤⬤,3,⬤⬤⬤,Dragon's Maw,,,,,0.3,1
842,Appletun,Grass,Dragon,11,3,⬤⬤⬤,1,⬤,3,⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,Ripen,Gluttony,Thick Fat,Applin,Sweet Apple,0.4,13
842,Mega Appletun,Grass,Dragon,11,3,⬤⬤⬤,1,⬤,3,⬤⬤⬤,4,⬤⬤⬤⬤,3,⬤⬤⬤,Contrary,,,,,0.4,13
843,Silicobra,Ground,,5,2,⬤⬤,2,⬤⬤,3,⬤⬤⬤,1,⬤,2,⬤⬤,Sand Spit,Shed Skin,Sand Veil,,,2.2,8
844,Sandaconda,Ground,,7,3,⬤⬤⬤,2,⬤⬤,4,⬤⬤⬤⬤,2,⬤⬤,2,⬤⬤,Sand Spit,Shed Skin,Sand Veil,Silicobra,Ace Rank,3.8,65
844,Mega Sandaconda,Ground,,7,4,⬤⬤⬤⬤,3,⬤⬤⬤,4,⬤⬤⬤⬤,2,⬤⬤,3,⬤⬤⬤,Sand Stream,,,,,3.8,65
845,Cramorant,Flying,Water,7,3,⬤⬤⬤,3,⬤⬤⬤,2,⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,Gulp Missile,,,,,0.8,18
846,Arrokuda,Water,,4,2,⬤⬤,2,⬤⬤,1,⬤,1,⬤,1,⬤,Swift Swim,,Propeller Tail,,,0.5,1
847,Barraskewda,Water,,6,4,⬤⬤⬤⬤,4,⬤⬤⬤⬤,2,⬤⬤,2,⬤⬤,2,⬤⬤,Swift Swim,,Propeller Tail,Arrokuda,Amateur Rank,1.3,30
848,Toxel,Electric,Poison,4,1,⬤,1,⬤,1,⬤,2,⬤⬤,1,⬤,Rattled,Static,Klutz,,,0.4,11
849,Toxtricity,Electric,Poison,7,3,⬤⬤⬤,3,⬤⬤⬤,2,⬤⬤,3,⬤⬤⬤,2,⬤⬤,Punk Rock,Plus,Technician,Toxel,Ace Rank,1.6,40
849,Mega Toxtricity,Electric,Poison,7,3,⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,4,⬤⬤⬤⬤,3,⬤⬤⬤,Punk Rock,,,,,1.6,40
850,Sizzlipede,Fire,Bug,5,2,⬤⬤,2,⬤⬤,2,⬤⬤,2,⬤⬤,2,⬤⬤,Flash Fire,White Smoke,Flame Body,,,0.7,1
851,Centiskorch,Fire,Bug,10,3,⬤⬤⬤,2,⬤⬤,2,⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,Flash Fire,White Smoke,Flame Body,Sizzlipede,Amateur Rank,3,120
851,Mega Centiskorch,Fire,Bug,10,4,⬤⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,Flash Fire,,,,,3,120
852,Clobbopus,Fighting,,5,2,⬤⬤,1,⬤,2,⬤⬤,2,⬤⬤,2,⬤⬤,Limber,,Technician,,,0.6,4
853,Grapploct,Fighting,,8,3,⬤⬤⬤,1,⬤,3,⬤⬤⬤,2,⬤⬤,3,⬤⬤⬤,Limber,,Technician,Clobbopus,Ace Rank,1.6,39
854,Sinistea,Ghost,,4,2,⬤⬤,2,⬤⬤,2,⬤⬤,3,⬤⬤⬤,2,⬤⬤,Weak Armor,,Cursed Body,,,0.1,0.2
855,Polteageist,Ghost,,6,2,⬤⬤,2,⬤⬤,2,⬤⬤,4,⬤⬤⬤⬤,3,⬤⬤⬤,Weak Armor,,Cursed Body,Sinistea,Tea Pot,0.1,0.2
856,Hatenna,Psychic,,4,1,⬤,1,⬤,2,⬤⬤,2,⬤⬤,2,⬤⬤,Healer,Anticipation,Magic Bounce,,,0.4,3
857,Hattrem,Psychic,,5,1,⬤,2,⬤⬤,2,⬤⬤,3,⬤⬤⬤,2,⬤⬤,Healer,Anticipation,Magic Bounce,Hatenna,Ace Rank,0.6,5
858,Hatterene,Psychic,Fairy,5,3,⬤⬤⬤,1,⬤,3,⬤⬤⬤,4,⬤⬤⬤⬤,3,⬤⬤⬤,Healer,Anticipation,Magic Bounce,Hattrem,Pro Rank,2.1,5
858,Mega Hatterene,Psychic,Fairy,5,3,⬤⬤⬤,1,⬤,4,⬤⬤⬤⬤,4,⬤⬤⬤⬤,3,⬤⬤⬤,Magic Bounce,,,,,2.1,5
859,Impidimp,Dark,Fairy,4,2,⬤⬤,2,⬤⬤,1,⬤,2,⬤⬤,1,⬤,Prankster,Frisk,Pickpocket,,,0.4,5
860,Morgrem,Dark,Fairy,6,2,⬤⬤,2,⬤⬤,2,⬤⬤,3,⬤⬤⬤,2,⬤⬤,Prankster,Frisk,Pickpocket,Impidimp,Ace Rank,0.8,12
861,Grimmsnarl,Dark,Fairy,9,4,⬤⬤⬤⬤,2,⬤⬤,2,⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,Prankster,Frisk,Pickpocket,Morgrem,Pro Rank,1.5,61
861,Mega Grimmsnarl,Dark,Fairy,9,4,⬤⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,4,⬤⬤⬤⬤,3,⬤⬤⬤,Prankster,,,,,1.5,61
862,Obstagoon,Dark,Normal,9,3,⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,2,⬤⬤,3,⬤⬤⬤,Reckless,Guts,Defiant,Linoone-Galarian,Ace Rank,1.6,46
863,Perrserker,Steel,,7,3,⬤⬤⬤,2,⬤⬤,3,⬤⬤⬤,2,⬤⬤,2,⬤⬤,Battle Armor,Tough Claws,Steely Spirit,Meowth-Galarian,Amateur Rank,0.8,28
864,Cursola,Ghost,,6,3,⬤⬤⬤,1,⬤,2,⬤⬤,4,⬤⬤⬤⬤,4,⬤⬤⬤⬤,Weak Armor,,Perish Body,Corsola-Galarian,Ace Rank,1,0.4
865,Sirfetch'd,Fighting,,6,4,⬤⬤⬤⬤,2,⬤⬤,3,⬤⬤⬤,2,⬤⬤,3,⬤⬤⬤,Steadfast,,Scrappy,Farfetch'd-Galarian,Perform 3 Critical Hits,0.8,117
866,Mr. Rime,Psychic,Ice,8,3,⬤⬤⬤,2,⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,Tangled Feet,Screen Cleaner,Ice Body,Mr.Mime-Galarian,Pro Rank,1.5,58
867,Runerigus,Ground,Ghost,5,3,⬤⬤⬤,1,⬤,4,⬤⬤⬤⬤,2,⬤⬤,3,⬤⬤⬤,Wandering Spirit,,,Yamask-Galarian,Ace Rank,1.6,66
868,Milcery,Fairy,,4,1,⬤,1,⬤,1,⬤,2,⬤⬤,2,⬤⬤,Sweet Veil,,Aroma Veil,,,0.2,0.3
869,Alcremie,Fairy,,6,2,⬤⬤,2,⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,4,⬤⬤⬤⬤,Sweet Veil,,Aroma Veil,Milcery,Mixed Sweets,0.3,0.5
869,Mega Alcremie,Fairy,,6,2,⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,4,⬤⬤⬤⬤,4,⬤⬤⬤⬤,Aroma Veil,,,,,0.3,0.5
870,Falinks,Fighting,,6,3,⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,2,⬤⬤,2,⬤⬤,Battle Armor,,Defiant,,,3,62
871,Pincurchin,Electric,,4,3,⬤⬤⬤,1,⬤,3,⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,Lightning Rod,,Electric Surge,,,0.3,1
872,Snom,Ice,Bug,3,1,⬤,1,⬤,1,⬤,2,⬤⬤,1,⬤,Shield Dust,,Ice Scales,,,0.3,4
873,Frosmoth,Ice,Bug,7,2,⬤⬤,2,⬤⬤,2,⬤⬤,4,⬤⬤⬤⬤,3,⬤⬤⬤,Shield Dust,,Ice Scales,Snom,Max Friendship,1.3,42
874,Stonjourner,Rock,,10,4,⬤⬤⬤⬤,2,⬤⬤,4,⬤⬤⬤⬤,1,⬤,1,⬤,Power Spot,,,,,2.5,520
875,Ice Face Eiscue,Ice,,7,3,⬤⬤⬤,2,⬤⬤,3,⬤⬤⬤,2,⬤⬤,3,⬤⬤⬤,Ice Face,,,,,1.4,89
875,Noice Eiscue,Ice,,7,3,⬤⬤⬤,4,⬤⬤⬤⬤,2,⬤⬤,2,⬤⬤,2,⬤⬤,Ice Face,,,,,1.4,89
876,Indeedee♂,Psychic,Normal,6,2,⬤⬤,3,⬤⬤⬤,2,⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,Inner Focus,Synchronize,Psychic Surge,,,0.9,28
876,Indeedee♀,Psychic,Normal,7,2,⬤⬤,3,⬤⬤⬤,2,⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,Own Tempo,Synchronize,Psychic Surge,,,0.9,28
877,Morpeko,Electric,Dark,5,3,⬤⬤⬤,3,⬤⬤⬤,2,⬤⬤,2,⬤⬤,2,⬤⬤,Hunger Switch,,,,,0.3,3
878,Cufant,Steel,,7,3,⬤⬤⬤,1,⬤,2,⬤⬤,1,⬤,2,⬤⬤,Sheer Force,,Heavy Metal,,,1.2,100
879,Copperajah,Steel,,12,4,⬤⬤⬤⬤,1,⬤,2,⬤⬤,3,⬤⬤⬤,2,⬤⬤,Sheer Force,,Heavy Metal,Cufant,Ace Rank,3,1000
879,Mega Copperajah,Steel,,12,4,⬤⬤⬤⬤,1,⬤,3,⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,Sheer Force,,,,,3,1000
880,Dracozolt,Electric,Dragon,9,3,⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,2,⬤⬤,Volt Absorb,Hustle,Sand Rush,,,1.8,190
881,Arctozolt,Electric,Ice,9,3,⬤⬤⬤,2,⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,Volt Absorb,Static,Slush Rush,,,2.3,150
882,Dracovish,Water,Dragon,9,3,⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,2,⬤⬤,3,⬤⬤⬤,Water Absorb,Strong Jaw,Sand Rush,,,2.3,215
883,Arctovish,Water,Ice,9,3,⬤⬤⬤,2,⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,Water Absorb,Ice Body,Slush Rush,,,2,175
884,Duraludon,Steel,Dragon,7,3,⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,4,⬤⬤⬤⬤,2,⬤⬤,Light Metal,Heavy Metal,Stalwart,,,1.8,40
884,Mega Duraludon,Steel,Dragon,7,3,⬤⬤⬤,3,⬤⬤⬤,4,⬤⬤⬤⬤,4,⬤⬤⬤⬤,3,⬤⬤⬤,Stalwart,,,,,1.8,40
885,Dreepy,Dragon,Ghost,2,2,⬤⬤,3,⬤⬤⬤,1,⬤,1,⬤,1,⬤,Clear Body,Infiltrator,Cursed Body,,,0.5,2
886,Drakloak,Dragon,Ghost,6,3,⬤⬤⬤,3,⬤⬤⬤,2,⬤⬤,2,⬤⬤,2,⬤⬤,Clear Body,Infiltrator,Cursed Body,Dreepy,Pro Rank,1.4,11
887,Dragapult,Dragon,Ghost,8,4,⬤⬤⬤⬤,4,⬤⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,Clear Body,Infiltrator,Cursed Body,Drakloak,Elite Rank,3,50
888,Zacian,Fairy,,9,4,⬤⬤⬤⬤,4,⬤⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,Intrepid Sword,,,,,2.8,110
888,Crowned Zacian,Fairy,Steel,9,4,⬤⬤⬤⬤,4,⬤⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,Intrepid Sword,,,,,2.8,355
889,Zamazenta,Fighting,,9,4,⬤⬤⬤⬤,4,⬤⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,Dauntless Shield,,,,,2.9,210
889,Crowned Zamazenta,Fighting,Steel,9,4,⬤⬤⬤⬤,4,⬤⬤⬤⬤,4,⬤⬤⬤⬤,3,⬤⬤⬤,4,⬤⬤⬤⬤,Dauntless Shield,,,,,2.9,785
890,Eternatus,Poison,Dragon,14,3,⬤⬤⬤,4,⬤⬤⬤⬤,3,⬤⬤⬤,4,⬤⬤⬤⬤,3,⬤⬤⬤,Pressure,,,,,20,950
890,Eternamax Eternatus,Poison,Dragon,25,3,⬤⬤⬤,4,⬤⬤⬤⬤,5,⬤⬤⬤⬤⬤,4,⬤⬤⬤⬤,5,⬤⬤⬤⬤⬤,Pressure,,,,,20,959
891,Kubfu,Fighting,,6,3,⬤⬤⬤,2,⬤⬤,2,⬤⬤,2,⬤⬤,2,⬤⬤,Inner Focus,,,,,0.6,12
892,Single Strike Style Urshifu,Fighting,Dark,10,4,⬤⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,2,⬤⬤,2,⬤⬤,Unseen Fist,,,Kubfu,Scroll of Darkness,1.9,105
892,Mega Single Strike Style Urshifu,Fighting,Dark,10,4,⬤⬤⬤⬤,3,⬤⬤⬤,4,⬤⬤⬤⬤,2,⬤⬤,3,⬤⬤⬤,Unseen Fist,,,,,1.9,105
892,Rapid Strike Style Urshifu,Fighting,Water,10,4,⬤⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,2,⬤⬤,2,⬤⬤,Unseen Fist,,,Urshifu-Single Strike-Mega,Scroll of Waters,1.9,105
892,Mega Rapid Strike Style Urshifu,Fighting,Water,10,4,⬤⬤⬤⬤,4,⬤⬤⬤⬤,3,⬤⬤⬤,2,⬤⬤,3,⬤⬤⬤,Unseen Fist,,,,,1.9,105
893,Zarude,Dark,Grass,10,4,⬤⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,2,⬤⬤,3,⬤⬤⬤,Leaf Guard,,,,,1.8,70
894,Regieleki,Electric,,8,3,⬤⬤⬤,5,⬤⬤⬤⬤⬤,2,⬤⬤,3,⬤⬤⬤,2,⬤⬤,Transistor,,,,,1.2,145
895,Regidrago,Dragon,,20,3,⬤⬤⬤,3,⬤⬤⬤,2,⬤⬤,3,⬤⬤⬤,2,⬤⬤,Dragon's Maw,,,,,2.1,200
896,Glastrier,Ice,,10,4,⬤⬤⬤⬤,1,⬤,4,⬤⬤⬤⬤,2,⬤⬤,3,⬤⬤⬤,Chilling Neigh,,,,,2.2,800
897,Spectrier,Ghost,,10,2,⬤⬤,4,⬤⬤⬤⬤,2,⬤⬤,4,⬤⬤⬤⬤,3,⬤⬤⬤,Grim Neigh,,,,,2,44.5
898,Calyrex,Psychic,Grass,10,3,⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,Unnerve,,,,,1.1,7.7
898,Ice Rider Calyrex,Psychic,Ice,10,4,⬤⬤⬤⬤,2,⬤⬤,4,⬤⬤⬤⬤,3,⬤⬤⬤,4,⬤⬤⬤⬤,As One,,,,,2.4,809.1
898,Shadow Rider Calyrex,Psychic,Ghost,10,3,⬤⬤⬤,4,⬤⬤⬤⬤,3,⬤⬤⬤,4,⬤⬤⬤⬤,3,⬤⬤⬤,As One,,,,,2.4,53.6
899,Wyrdeer,Normal,Psychic,10,3,⬤⬤⬤,2,⬤⬤,2,⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,Intimidate,Frisk,Sap Sipper,Stantler,Amateur Rank,1.8,95.1
900,Kleavor,Bug,Rock,7,4,⬤⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,2,⬤⬤,2,⬤⬤,Swarm,Sheer Force,Sharpness,Scyther,Black Augurite,1.8,89
901,Ursaluna,Ground,Normal,13,4,⬤⬤⬤⬤,2,⬤⬤,3,⬤⬤⬤,2,⬤⬤,3,⬤⬤⬤,Guts,Bulletproof,Unnerve,Ursaring,Peat Block,2.4,290
902,Basculegion♂,Water,Ghost,12,3,⬤⬤⬤,3,⬤⬤⬤,2,⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,Swift Swim,Adaptability,Mold Breaker,Basculin-White Stripe,Receive Recoil damage,3,110
902,Basculegion♀,Water,Ghost,12,3,⬤⬤⬤,3,⬤⬤⬤,2,⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,Swift Swim,Adaptability,Mold Breaker,Basculin-White Stripe,Receive Recoil damage,3,110
903,Sneasler,Fighting,Poison,8,4,⬤⬤⬤⬤,4,⬤⬤⬤⬤,2,⬤⬤,1,⬤,3,⬤⬤⬤,Pressure,Unburden,Poison Touch,Sneasel-Hisuian,Razor Claw,1.3,43
904,Overqwil,Dark,Poison,8,3,⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,2,⬤⬤,2,⬤⬤,Poison Point,Swift Swim,Intimidate,Qwilfish-Hisuian,Ace Rank,2.5,60.5
905,Incarnate Forme Enamorus,Fairy,Flying,7,3,⬤⬤⬤,3,⬤⬤⬤,2,⬤⬤,4,⬤⬤⬤⬤,3,⬤⬤⬤,Cute Charm,,Contrary,,,1.6,48
905,Therian Forme Enamorus,Fairy,Flying,7,3,⬤⬤⬤,2,⬤⬤,3,⬤⬤⬤,4,⬤⬤⬤⬤,3,⬤⬤⬤,Overcoat,,,,,1.6,48
906,Sprigatito,Grass,,4,2,⬤⬤,2,⬤⬤,2,⬤⬤,2,⬤⬤,2,⬤⬤,Overgrow,,Protean,,,0.4,4.1
907,Floragato,Grass,,6,3,⬤⬤⬤,3,⬤⬤⬤,2,⬤⬤,2,⬤⬤,2,⬤⬤,Overgrow,,Protean,Sprigatito,Amateur Rank,0.9,12.2
908,Meowscarada,Grass,Dark,7,3,⬤⬤⬤,4,⬤⬤⬤⬤,2,⬤⬤,3,⬤⬤⬤,2,⬤⬤,Overgrow,,Protean,Floragato,Ace Rank,1.5,31.2
909,Fuecoco,Fire,,6,2,⬤⬤,1,⬤,2,⬤⬤,2,⬤⬤,1,⬤,Blaze,,Unaware,,,0.4,9.8
910,Crocalor,Fire,,8,2,⬤⬤,2,⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,2,⬤⬤,Blaze,,Unaware,Fuecoco,Amateur Rank,1,30.7
911,Skeledirge,Fire,Ghost,10,3,⬤⬤⬤,2,⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,Blaze,,Unaware,Crocalor,Ace Rank,1.6,326.5
912,Quaxly,Water,,5,2,⬤⬤,2,⬤⬤,2,⬤⬤,2,⬤⬤,2,⬤⬤,Torrent,,Moxie,,,0.5,6.1
913,Quaxwell,Water,,7,3,⬤⬤⬤,2,⬤⬤,2,⬤⬤,2,⬤⬤,2,⬤⬤,Torrent,,Moxie,Quaxly,Amateur Rank,1.2,21.5
914,Quaquaval,Water,Fighting,8,4,⬤⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,Torrent,,Moxie,Quaxwell,Ace Rank,1.8,61.9
915,Lechonk,Normal,,5,2,⬤⬤,1,⬤,1,⬤,1,⬤,2,⬤⬤,Aroma Veil,Gluttony,Thick Fat,,,0.5,10.2
916,Oinkologne♂,Normal,,11,3,⬤⬤⬤,2,⬤⬤,3,⬤⬤⬤,2,⬤⬤,3,⬤⬤⬤,Lingering Aroma,Gluttony,Thick Fat,Lechonk,Amateur Rank,1,120
916,Oinkologne♀,Normal,,11,3,⬤⬤⬤,2,⬤⬤,3,⬤⬤⬤,2,⬤⬤,3,⬤⬤⬤,Aroma Veil,Gluttony,Thick Fat,Lechonk,Amateur Rank,1,120
917,Tarountula,Bug,,3,1,⬤,1,⬤,2,⬤⬤,1,⬤,1,⬤,Insomnia,,Stakeout,,,0.3,4
918,Spidops,Bug,,6,3,⬤⬤⬤,1,⬤,3,⬤⬤⬤,2,⬤⬤,3,⬤⬤⬤,Insomnia,,Stakeout,Tarountula,Beginner Rank,1,16.5
919,Nymble,Bug,,3,2,⬤⬤,2,⬤⬤,1,⬤,1,⬤,1,⬤,Swarm,,Tinted Lens,,,0.2,1
920,Lokix,Bug,Dark,7,3,⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,2,⬤⬤,2,⬤⬤,Swarm,,Tinted Lens,Nymble,Amateur Rank,1,17.5
921,Pawmi,Electric,,4,2,⬤⬤,2,⬤⬤,1,⬤,1,⬤,1,⬤,Static,Natural Cure,Iron Fist,,,0.3,2.5
922,Pawmo,Electric,Fighting,6,3,⬤⬤⬤,3,⬤⬤⬤,1,⬤,2,⬤⬤,1,⬤,Volt Absorb,Natural Cure,Iron Fist,Pawmi,Amateur Rank,0.4,6.5
923,Pawmot,Electric,Fighting,7,3,⬤⬤⬤,3,⬤⬤⬤,2,⬤⬤,2,⬤⬤,2,⬤⬤,Volt Absorb,Natural Cure,Iron Fist,Pawmo,Max Loyalty,0.9,41
924,Tandemaus,Normal,,5,2,⬤⬤,3,⬤⬤⬤,2,⬤⬤,1,⬤,2,⬤⬤,Run Away,Pickup,Own Tempo,,,0.3,1.8
925,Maushold,Normal,,7,3,⬤⬤⬤,3,⬤⬤⬤,2,⬤⬤,2,⬤⬤,3,⬤⬤⬤,Friend Guard,Cheek Pouch,Technician,Tandemaus,Amateur Rank,0.3,2.3
926,Fidough,Fairy,,3,2,⬤⬤,2,⬤⬤,2,⬤⬤,1,⬤,2,⬤⬤,Own Tempo,,Klutz,,,0.3,10.9
927,Dachsbun,Fairy,,5,3,⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,2,⬤⬤,3,⬤⬤⬤,Well-Baked Body,,Aroma Veil,Fidough,Amateur Rank,0.5,14.9
928,Smoliv,Grass,Normal,4,1,⬤,1,⬤,2,⬤⬤,2,⬤⬤,2,⬤⬤,Early Bird,,Harvest,,,0.3,6.5
929,Dolliv,Grass,Normal,5,2,⬤⬤,1,⬤,2,⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,Early Bird,,Harvest,Smoliv,Amateur Rank,0.6,11.9
930,Arboliva,Grass,Normal,7,2,⬤⬤,1,⬤,3,⬤⬤⬤,4,⬤⬤⬤⬤,3,⬤⬤⬤,Seed Sower,,Harvest,Dolliv,Ace Rank,1.4,48.2
931,White Plumage Squawkabilly,Normal,Flying,8,3,⬤⬤⬤,3,⬤⬤⬤,2,⬤⬤,2,⬤⬤,2,⬤⬤,Intimidate,Hustle,Sheer Force,,,0.6,2.4
931,Yellow Plumage Squawkabilly,Normal,Flying,8,3,⬤⬤⬤,3,⬤⬤⬤,2,⬤⬤,2,⬤⬤,2,⬤⬤,Intimidate,Hustle,Sheer Force,,,0.6,2.4
931,Green Plumage Squawkabilly,Normal,Flying,8,3,⬤⬤⬤,3,⬤⬤⬤,2,⬤⬤,2,⬤⬤,2,⬤⬤,Intimidate,Hustle,Guts,,,0.6,2.4
931,Blue Plumage Squawkabilly,Normal,Flying,8,3,⬤⬤⬤,3,⬤⬤⬤,2,⬤⬤,2,⬤⬤,2,⬤⬤,Intimidate,Hustle,Guts,,,0.6,2.4
932,Nacli,Rock,,5,2,⬤⬤,1,⬤,3,⬤⬤⬤,1,⬤,1,⬤,Purifying Salt,Sturdy,Clear Body,,,0.4,16
933,Naclstack,Rock,,6,2,⬤⬤,1,⬤,3,⬤⬤⬤,1,⬤,2,⬤⬤,Purifying Salt,Sturdy,Clear Body,Nacli,Amateur Rank,0.6,105
934,Garganacl,Rock,,10,3,⬤⬤⬤,1,⬤,4,⬤⬤⬤⬤,2,⬤⬤,3,⬤⬤⬤,Purifying Salt,Sturdy,Clear Body,Naclstack,Ace Rank,2.3,240
935,Charcadet,Fire,,4,2,⬤⬤,1,⬤,1,⬤,2,⬤⬤,1,⬤,Flash Fire,,Flame Body,,,0.6,10.5
936,Armarouge,Fire,Psychic,8,2,⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,4,⬤⬤⬤⬤,3,⬤⬤⬤,Flash Fire,,Weak Armor,Charcadet,Auspicious Armor,1.5,85
937,Ceruledge,Fire,Ghost,7,4,⬤⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,2,⬤⬤,3,⬤⬤⬤,Flash Fire,,Weak Armor,Armarouge,Malicious Armor,1.6,62
938,Tadbulb,Electric,,6,1,⬤,2,⬤⬤,1,⬤,2,⬤⬤,1,⬤,Own Tempo,Static,Damp,,,0.3,0.4
939,Bellibolt,Electric,,10,2,⬤⬤,2,⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,Electromorphosis,Static,Damp,Tadbulb,Thunder Stone,1.2,113
940,Wattrel,Electric,Flying,4,1,⬤,2,⬤⬤,1,⬤,2,⬤⬤,1,⬤,Wind Power,Volt Absorb,Competitive,,,0.4,3.6
941,Kilowattrel,Electric,Flying,7,2,⬤⬤,4,⬤⬤⬤⬤,2,⬤⬤,3,⬤⬤⬤,2,⬤⬤,Wind Power,Volt Absorb,Competitive,Wattrel,Amateur Rank,1.4,38.6
942,Maschiff,Dark,,6,3,⬤⬤⬤,2,⬤⬤,2,⬤⬤,1,⬤,2,⬤⬤,Intimidate,Run Away,Stakeout,,,0.5,16
